segment_id	segment_text	comment_text
pli-tv-kd14:14.2.12	There are legal issues arising from offenses because of the five classes of offenses, and there are legal issues arising from offenses because of the seven classes of offenses—	NA
pli-tv-kd14:14.2.13	these are called legal issues arising from offenses.	NA
pli-tv-kd14:14.2.14	What’s a legal issue arising from business?	NA
pli-tv-kd14:14.2.15	Whatever is the duty or the business of the Sangha—a legal procedure consisting of getting permission, a legal procedure consisting of one motion, a legal procedure consisting of one motion and one announcement, a legal procedure consisting of one motion and three announcements—	NA
pli-tv-kd14:14.2.16	this is called a legal issue arising from business.”	NA
pli-tv-kd14:14.3.0	The roots of legal issues arising from disputes	NA
pli-tv-kd14:14.3.1	“What’s the root of legal issues arising from disputes?	NA
pli-tv-kd14:14.3.2	There are six roots of disputes that in turn are the root of legal issues arising from disputes.	NA
pli-tv-kd14:14.3.3	There are also three unwholesome and three wholesome roots of legal issues arising from disputes.	NA
pli-tv-kd14:14.3.4	What are the six roots of disputes that in turn are the root of legal issues arising from disputes?	NA
pli-tv-kd14:14.3.5	It may be that a monk is angry and resentful.	NA
pli-tv-kd14:14.3.6	One who’s angry and resentful is disrespectful and undeferential toward the Teacher, the Teaching, and the Sangha, and he doesn’t fulfill the training.	NA
pli-tv-kd14:14.3.7	Such a person	NA
pli-tv-kd14:14.3.9	creates disputes in the Sangha.	NA
pli-tv-kd14:14.3.10	Disputes are unbeneficial and a cause of unhappiness for humanity; they’re harmful, detrimental, and a cause of suffering for gods and humans.	NA
pli-tv-kd14:14.3.11	Monks, when you see such a root of disputes either in yourself or in others, you should make an effort to get rid of it.	NA
pli-tv-kd14:14.3.12	If you don’t see such a root either in yourself or in others, you should practice so that it doesn’t emerge in the future.	NA
pli-tv-kd14:14.3.13	In this way that bad root of disputes is abandoned	NA
pli-tv-kd14:14.3.14	and doesn’t emerge in the future.	NA
pli-tv-kd14:14.3.15	Or it may be that a monk is denigrating and domineering,	NA
pli-tv-kd14:14.3.16	envious and stingy, treacherous and deceitful, one who has bad desires and wrong views, or one who obstinately grasps his own views and only gives them up with difficulty.	NA
pli-tv-kd14:14.3.17	Such a monk is disrespectful and undeferential toward the Teacher, the Teaching, and the Sangha, and he doesn’t fulfill the training.	NA
pli-tv-kd14:14.3.18	Such a person	NA
pli-tv-kd14:14.3.20	creates disputes in the Sangha.	NA
pli-tv-kd14:14.3.21	Disputes are unbeneficial and a cause of unhappiness for humanity; they’re harmful, detrimental, and a cause of suffering for gods and humans.	NA
pli-tv-kd14:14.3.22	Monks, when you see such a root of disputes either in yourself or in others, you should make an effort to get rid of it.	NA
pli-tv-kd14:14.3.23	If you don’t see such a root either in yourself or in others, you should practice so that it doesn’t emerge in the future.	NA
pli-tv-kd14:14.3.24	In this way that bad root of disputes is abandoned	NA
pli-tv-kd14:14.3.25	and doesn’t emerge in the future.	NA
pli-tv-kd14:14.4.1	What are the three unwholesome roots of legal issues arising from disputes?	NA
pli-tv-kd14:14.4.2	It may be that monks dispute with a mind of greed, ill will, or delusion, saying,	NA
pli-tv-kd14:14.4.3	‘This is the Teaching’, ‘This is contrary to the Teaching’, ‘This is the Monastic Law’, ‘This is contrary to the Monastic Law’, ‘This was spoken by the Buddha’, ‘This wasn’t spoken by the Buddha’, ‘This was practiced by the Buddha’, ‘This wasn’t practiced by the Buddha’, ‘This was laid down by the Buddha’, ‘This wasn’t laid down by the Buddha’, ‘This is an offense’, ‘This isn’t an offense’, ‘This is a light offense’, ‘This is a heavy offense’, ‘This is a curable offense’, ‘This is an incurable offense’, ‘This is a grave offense’, or ‘This is a minor offense.’	NA
pli-tv-kd14:14.4.5	What are the three wholesome roots of legal issues arising from disputes?	NA
pli-tv-kd14:14.4.6	It may be that monks dispute with a mind free from greed, ill will, and delusion, saying,	NA
pli-tv-kd14:14.4.7	‘This is the Teaching’, ‘This is contrary to the Teaching’ …	NA
pli-tv-kd14:14.4.8	‘This is a grave offense’, or ‘This is a minor offense.’”	NA
pli-tv-kd14:14.5.0	The roots of legal issues arising from accusations	NA
pli-tv-kd14:14.5.1	“What’s the root of legal issues arising from accusations?	NA
pli-tv-kd14:14.5.2	There are six roots of accusations that in turn are the root of legal issues arising from accusations.	NA
pli-tv-kd14:14.5.3	There are also three unwholesome and three wholesome roots of legal issues arising from accusations. The body, too, is a root of legal issues arising from accusations, as is speech.	NA
pli-tv-kd14:14.5.4	What are the six roots of accusations that in turn are the root of legal issues arising from accusations?	NA
pli-tv-kd14:14.5.5	It may be that a monk is angry and resentful.	NA
pli-tv-kd14:14.5.6	One who’s angry and resentful is disrespectful and undeferential toward the Teacher, the Teaching, and the Sangha, and he doesn’t fulfill the training.	NA
pli-tv-kd14:14.5.7	Such a person	NA
pli-tv-kd14:14.5.9	makes accusations in the Sangha.	NA
pli-tv-kd14:14.5.10	Accusations are unbeneficial and a cause of unhappiness for humanity; they’re harmful, detrimental, and a cause of suffering for gods and humans.	NA
pli-tv-kd14:14.5.11	Monks, when you see such a root of accusations either in yourself or in others, you should make an effort to get rid of it.	NA
pli-tv-kd14:14.5.12	If you don’t see such a root either in yourself or in others, you should practice so that it doesn’t emerge in the future.	NA
pli-tv-kd14:14.5.13	In this way that bad root of accusations is abandoned	NA
pli-tv-kd14:14.5.14	and doesn’t emerge in the future.	NA
pli-tv-kd14:14.5.15	Or it may be that a monk is denigrating and domineering,	NA
pli-tv-kd14:14.5.16	envious and stingy, treacherous and deceitful, one who has bad desires and wrong views, or one who obstinately grasps his own views and only gives them up with difficulty.	NA
pli-tv-kd14:14.5.17	Such a monk is disrespectful and undeferential toward the Teacher, the Teaching, and the Sangha, and he doesn’t fulfill the training.	NA
pli-tv-kd14:14.5.18	Such a person	NA
pli-tv-kd14:14.5.20	makes accusations in the Sangha.	NA
pli-tv-kd14:14.5.21	Accusations are unbeneficial and a cause of unhappiness for humanity; they’re harmful, detrimental, and a cause of suffering for gods and humans.	NA
pli-tv-kd14:14.5.22	Monks, when you see such a root of accusations either in yourself or in others, you should make an effort to get rid of it.	NA
pli-tv-kd14:14.5.23	If you don’t see such a root either in yourself or in others, you should practice so that it doesn’t emerge in the future.	NA
pli-tv-kd14:14.5.24	In this way that bad root of accusations is abandoned	NA
pli-tv-kd14:14.5.25	and doesn’t emerge in the future.	NA
pli-tv-kd14:14.5.27	What are the three unwholesome roots of legal issues arising from accusations?	NA
pli-tv-kd14:14.5.28	It may be that monks, because of greed, ill will, or delusion, accuse a monk of	NA
pli-tv-kd14:14.5.29	failure in morality, conduct, view, or livelihood.	NA
pli-tv-kd14:14.5.31	What are the three wholesome roots of legal issues arising from accusations?	NA
pli-tv-kd14:14.5.32	It may be that monks, because of non-greed, non-ill will, and non-delusion, accuse a monk of	NA
pli-tv-kd14:14.5.33	failure in morality, conduct, view, or livelihood.	NA
pli-tv-kd14:14.5.35	How’s the body a root of legal issues arising from accusations?	NA
pli-tv-kd14:14.5.36	It may be that someone is ugly, unsightly, a dwarf, sickly, blind in one eye, crooked-limbed, lame, or paralyzed, and they blame him for that.	NA
pli-tv-kd14:14.5.38	How’s speech a root of legal issues arising from accusations?	NA
pli-tv-kd14:14.5.39	It may be that someone is difficult to correct, or he stutters or dribbles while speaking, and they blame him for that.”	NA
pli-tv-kd14:14.6.0	The roots of legal issues arising from offenses and business	NA
pli-tv-kd14:14.6.1	“What’s the root of legal issues arising from offenses?	NA
pli-tv-kd14:14.6.2	There are six originations of offenses that in turn are the root of legal issues arising from offenses.	NA
pli-tv-kd14:14.6.3	There are offenses that originate from body, but not from speech or mind.	NA
pli-tv-kd14:14.6.4	There are offenses that originate from speech, but not from body or mind.	NA
pli-tv-kd14:14.6.5	There are offenses that originate from body and speech, but not from mind.	NA
pli-tv-kd14:14.6.6	There are offenses that originate from body and mind, but not from speech.	NA
pli-tv-kd14:14.6.7	There are offenses that originate from speech and mind, but not from body.	NA
pli-tv-kd14:14.6.8	There are offenses that originate from body, speech, and mind.	NA
pli-tv-kd14:14.7.1	What’s the root of legal issues arising from business?	NA
pli-tv-kd14:14.7.2	There’s one root of legal issues arising from business:	NA
pli-tv-kd14:14.7.3	the Sangha.”	NA
pli-tv-kd14:14.8.0	Ethical qualities of legal issues arising from disputes	NA
pli-tv-kd14:14.8.1	“Is a legal issue arising from a dispute wholesome, unwholesome, or indeterminate?	According to the sub-commentary, the Pali should be understood as a question. Sp-ṭ 4.220: _Vivādādhikaraṇaṁ kusalaṁ akusalaṁ abyākatanti vivādādhikaraṇaṁ kiṁ kusalaṁ akusalaṁ udāhu abyākatanti pucchati. Vivādādhikaraṇaṁ siyā kusalantiādi vissajjanaṁ. Esa nayo sesesupi_, “_Vivādādhikaraṇaṁ kusalaṁ akusalaṁ abyākatan_: he asks, ‘Is a legal issue arising from a dispute wholesome, unwholesome, or indeterminate?’ ‘A legal issue arising from a dispute may be wholesome,’ etc., is the response. This method also applies to the rest (below).”
pli-tv-kd14:14.8.2	A legal issue arising from a dispute may be wholesome, unwholesome, or indeterminate.	NA
pli-tv-kd14:14.8.3	What’s a wholesome legal issue arising from a dispute?	NA
pli-tv-kd14:14.8.4	It may be that monks dispute with a wholesome mind, saying,	NA
pli-tv-kd14:14.8.5	‘This is the Teaching’, ‘This is contrary to the Teaching’ …	NA
pli-tv-kd14:14.8.6	‘This is a grave offense’, or ‘This is a minor offense.’	NA
pli-tv-kd14:14.8.7	In regard to this, whatever there is of quarreling, arguing, conflict, disputing, variety in opinion, difference in opinion, heated speech, or strife—	NA
pli-tv-kd14:14.8.8	this is called a wholesome legal issue arising from a dispute.	NA
pli-tv-kd14:14.8.9	What’s an unwholesome legal issue arising from a dispute?	NA
pli-tv-kd14:14.8.10	It may be that monks dispute with an unwholesome mind, saying,	NA
pli-tv-kd14:14.8.11	‘This is the Teaching’, ‘This is contrary to the Teaching’ …	NA
pli-tv-kd14:14.8.12	‘This is a grave offense’, or ‘This is a minor offense.’	NA
pli-tv-kd14:14.8.13	In regard to this, whatever there is of quarreling, arguing, conflict, disputing, variety in opinion, difference in opinion, heated speech, or strife—	NA
pli-tv-kd14:14.8.14	this is called an unwholesome legal issue arising from a dispute.	NA
pli-tv-kd14:14.8.15	What’s an indeterminate legal issue arising from a dispute?	NA
pli-tv-kd14:14.8.16	It may be that monks dispute with an indeterminate mind, saying,	NA
pli-tv-kd14:14.8.17	‘This is the Teaching’, ‘This is contrary to the Teaching’ …	NA
pli-tv-kd14:14.8.18	‘This is a grave offense’, or ‘This is a minor offense.’	NA
pli-tv-kd14:14.8.19	In regard to this, whatever there is of quarreling, arguing, conflict, disputing, variety in opinion, difference in opinion, heated speech, or strife—	NA
pli-tv-kd14:14.8.20	this is called an indeterminate legal issue arising from a dispute.”	NA
